track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key_x,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance,mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist,instance_id,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key_y,liveness,loudness,mode_y,speechiness,tempo,obtained_date,valence,music_genre
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316.0,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8,554,215231.61732851985,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579.0,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5,554,211017.2906137184,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992.0,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,2213,401286.4853140533,1,1c494195-f8b9-456f-8516-42695bfae57b,Jaymes Young,Jaymes Young,United States,United Kingdom; United States,,indie; alternative; Experimental Rock; indie rock; rock; indie pop; electronic; electropop; electronica; singer-songwriter; pop; Dreamy; male vocalists; british; folk; dream pop; american; new indie; seen live; alternative rock; USA; calm; other; r&b; deep; synthpop; los angeles; check out; electric; electro-pop; saw live; louise; All; indie alternative; downtemp; prog-rnb; again; North American; los angeles CA; descubierto en 2013; discovered in 2013; NC 50,217155.0,3330716.0,False,,,,,,,,,,,,,,,,,
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871.0,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3,554,362203.738267148,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4,708,184542.0946327684,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593.0,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18,792,2382625.748737374,7,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,Olivia Rodrigo,Olivia Rodrigo,United States,,,,158.0,643.0,False,,,,,,,,,,,,,,,,,
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848.0,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3,554,159032.2166064982,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984.0,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21,554,182518.02166064983,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011.0,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,827,1905038.707376058,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026.0,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19,554,165444.09025270757,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408.0,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7,764,1364618.335078534,6,5df62a88-cac9-490a-b62c-c7c88f4020f4,Doja Cat,Doja Cat,,United States,,pop; rnb; rap; alternative; female vocalists; Dope; r&b; Hip-Hop; hip hop; USA; american; electronic; indie pop; internet; r and b; f; pop rap; 10s; 2010s; us; high; United States; bass music; Hell Yeah; Acid Trip; musical journey to the ends of time; list-en; seapunk hip hop; party city; dogs and cats,99950.0,1555095.0,False,,,,,,,,,,,,,,,,,
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776.0,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15,1030,1684894.9281553398,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877.0,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4,1450,501267.5013793103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526.0,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5,554,97352.93501805054,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538.0,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31,603,444044.0099502488,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.0,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3,554,134659.6678700361,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189.0,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22,666,1382578.3618618618,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276.0,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5,617,874546.6385737439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478.0,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5,2045,668855.9794621026,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856.0,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10,1027,563006.6757546251,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072.0,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8,648,1196824.1851851852,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,5a74c3ce-9478-484f-99af-a63b4388a454,Lisa,Lisa,United States,China; Colombia; France; Germany; Italy; Japan; Netherlands; South Korea; Spain,,j-pop; japanese; female vocalists; JPop; anime; Hip-Hop; pop; dance; j-urban; Hi-NRG; italian; J-rock; synthpop; Italo Disco; 80s; italo; rnb; japan; singer-songwriter; Lisa; rock; female; Japanese music; italia; Disco; pop rock; urban; Kpop; j-rnb; san remo; Soundtrack; seen live; r&b; Asian; Italy; english; anime ost; J-music; electronic; hip hop; alternative; solo; r and b; k-pop; dutch; female vocalist; Ballad; chinese; colombian; jrock; eurobeat; C-pop; X-Factor; Aleyster Crowley; mucajai; Argeu California; Don Kalifa; caracarai; Girls Dead Monster; AleysterCrowley; simplesdemais; Os Putos Brothers; Silva Alhandra; Encontro dos Famosos; italian girl; gidemo; spanish; french; alternative rock; reggae; emo; sexy; indie pop; piano; Power ballad; House; singer; Soundtracks; hiphop; punk rock; composer; pop punk; Favorite Artists; California; german; Korean; female vocals; queer; 00s; hot; Pop-Rock; love at first listen; cantonese; omfg; vocalist; dutch artist; music; j-rap; ballads; favourite artists,108332.0,4357678.0,True,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,fde67432-278f-4a41-9e2f-0d1b35d8a3dc,Lisa,Lisa,Italy,China; Colombia; France; Germany; Italy; Japan; Netherlands; South Korea; Spain,,j-pop; japanese; female vocalists; JPop; anime; Hip-Hop; pop; dance; j-urban; Hi-NRG; italian; J-rock; synthpop; Italo Disco; 80s; italo; rnb; japan; singer-songwriter; Lisa; rock; female; Japanese music; italia; Disco; pop rock; urban; Kpop; j-rnb; san remo; Soundtrack; seen live; r&b; Asian; Italy; english; anime ost; J-music; electronic; hip hop; alternative; solo; r and b; k-pop; dutch; female vocalist; Ballad; chinese; colombian; jrock; eurobeat; C-pop; X-Factor; Aleyster Crowley; mucajai; Argeu California; Don Kalifa; caracarai; Girls Dead Monster; AleysterCrowley; simplesdemais; Os Putos Brothers; Silva Alhandra; Encontro dos Famosos; italian girl; gidemo; spanish; french; alternative rock; reggae; emo; sexy; indie pop; piano; Power ballad; House; singer; Soundtracks; hiphop; punk rock; composer; pop punk; Favorite Artists; California; german; Korean; female vocals; queer; 00s; hot; Pop-Rock; love at first listen; cantonese; omfg; vocalist; dutch artist; music; j-rap; ballads; favourite artists,108332.0,4357678.0,True,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,0eb27d92-3434-46a8-b9a2-76613e29120b,Lisa,Lisa,Ireland,China; Colombia; France; Germany; Italy; Japan; Netherlands; South Korea; Spain,,j-pop; japanese; female vocalists; JPop; anime; Hip-Hop; pop; dance; j-urban; Hi-NRG; italian; J-rock; synthpop; Italo Disco; 80s; italo; rnb; japan; singer-songwriter; Lisa; rock; female; Japanese music; italia; Disco; pop rock; urban; Kpop; j-rnb; san remo; Soundtrack; seen live; r&b; Asian; Italy; english; anime ost; J-music; electronic; hip hop; alternative; solo; r and b; k-pop; dutch; female vocalist; Ballad; chinese; colombian; jrock; eurobeat; C-pop; X-Factor; Aleyster Crowley; mucajai; Argeu California; Don Kalifa; caracarai; Girls Dead Monster; AleysterCrowley; simplesdemais; Os Putos Brothers; Silva Alhandra; Encontro dos Famosos; italian girl; gidemo; spanish; french; alternative rock; reggae; emo; sexy; indie pop; piano; Power ballad; House; singer; Soundtracks; hiphop; punk rock; composer; pop punk; Favorite Artists; California; german; Korean; female vocals; queer; 00s; hot; Pop-Rock; love at first listen; cantonese; omfg; vocalist; dutch artist; music; j-rap; ballads; favourite artists,108332.0,4357678.0,True,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,ecbe3b5a-fbec-448d-8c77-bbe0fe8819af,Lisa,Lisa,France,China; Colombia; France; Germany; Italy; Japan; Netherlands; South Korea; Spain,pop; french; france; francophone; français,j-pop; japanese; female vocalists; JPop; anime; Hip-Hop; pop; dance; j-urban; Hi-NRG; italian; J-rock; synthpop; Italo Disco; 80s; italo; rnb; japan; singer-songwriter; Lisa; rock; female; Japanese music; italia; Disco; pop rock; urban; Kpop; j-rnb; san remo; Soundtrack; seen live; r&b; Asian; Italy; english; anime ost; J-music; electronic; hip hop; alternative; solo; r and b; k-pop; dutch; female vocalist; Ballad; chinese; colombian; jrock; eurobeat; C-pop; X-Factor; Aleyster Crowley; mucajai; Argeu California; Don Kalifa; caracarai; Girls Dead Monster; AleysterCrowley; simplesdemais; Os Putos Brothers; Silva Alhandra; Encontro dos Famosos; italian girl; gidemo; spanish; french; alternative rock; reggae; emo; sexy; indie pop; piano; Power ballad; House; singer; Soundtracks; hiphop; punk rock; composer; pop punk; Favorite Artists; California; german; Korean; female vocals; queer; 00s; hot; Pop-Rock; love at first listen; cantonese; omfg; vocalist; dutch artist; music; j-rap; ballads; favourite artists,108332.0,4357678.0,True,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,b5a3c48a-2300-4087-a21d-eafa5362c893,Lisa,Lisa,South Korea,China; Colombia; France; Germany; Italy; Japan; Netherlands; South Korea; Spain,,j-pop; japanese; female vocalists; JPop; anime; Hip-Hop; pop; dance; j-urban; Hi-NRG; italian; J-rock; synthpop; Italo Disco; 80s; italo; rnb; japan; singer-songwriter; Lisa; rock; female; Japanese music; italia; Disco; pop rock; urban; Kpop; j-rnb; san remo; Soundtrack; seen live; r&b; Asian; Italy; english; anime ost; J-music; electronic; hip hop; alternative; solo; r and b; k-pop; dutch; female vocalist; Ballad; chinese; colombian; jrock; eurobeat; C-pop; X-Factor; Aleyster Crowley; mucajai; Argeu California; Don Kalifa; caracarai; Girls Dead Monster; AleysterCrowley; simplesdemais; Os Putos Brothers; Silva Alhandra; Encontro dos Famosos; italian girl; gidemo; spanish; french; alternative rock; reggae; emo; sexy; indie pop; piano; Power ballad; House; singer; Soundtracks; hiphop; punk rock; composer; pop punk; Favorite Artists; California; german; Korean; female vocals; queer; 00s; hot; Pop-Rock; love at first listen; cantonese; omfg; vocalist; dutch artist; music; j-rap; ballads; favourite artists,108332.0,4357678.0,True,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,c0b489b1-149a-441a-ad56-c51e8c07d15b,Lisa,Lisa,,China; Colombia; France; Germany; Italy; Japan; Netherlands; South Korea; Spain,,j-pop; japanese; female vocalists; JPop; anime; Hip-Hop; pop; dance; j-urban; Hi-NRG; italian; J-rock; synthpop; Italo Disco; 80s; italo; rnb; japan; singer-songwriter; Lisa; rock; female; Japanese music; italia; Disco; pop rock; urban; Kpop; j-rnb; san remo; Soundtrack; seen live; r&b; Asian; Italy; english; anime ost; J-music; electronic; hip hop; alternative; solo; r and b; k-pop; dutch; female vocalist; Ballad; chinese; colombian; jrock; eurobeat; C-pop; X-Factor; Aleyster Crowley; mucajai; Argeu California; Don Kalifa; caracarai; Girls Dead Monster; AleysterCrowley; simplesdemais; Os Putos Brothers; Silva Alhandra; Encontro dos Famosos; italian girl; gidemo; spanish; french; alternative rock; reggae; emo; sexy; indie pop; piano; Power ballad; House; singer; Soundtracks; hiphop; punk rock; composer; pop punk; Favorite Artists; California; german; Korean; female vocals; queer; 00s; hot; Pop-Rock; love at first listen; cantonese; omfg; vocalist; dutch artist; music; j-rap; ballads; favourite artists,108332.0,4357678.0,True,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,e413ae3e-0c69-4bc6-b16b-aa7491350652,Lisa,Lisa,Germany,China; Colombia; France; Germany; Italy; Japan; Netherlands; South Korea; Spain,,j-pop; japanese; female vocalists; JPop; anime; Hip-Hop; pop; dance; j-urban; Hi-NRG; italian; J-rock; synthpop; Italo Disco; 80s; italo; rnb; japan; singer-songwriter; Lisa; rock; female; Japanese music; italia; Disco; pop rock; urban; Kpop; j-rnb; san remo; Soundtrack; seen live; r&b; Asian; Italy; english; anime ost; J-music; electronic; hip hop; alternative; solo; r and b; k-pop; dutch; female vocalist; Ballad; chinese; colombian; jrock; eurobeat; C-pop; X-Factor; Aleyster Crowley; mucajai; Argeu California; Don Kalifa; caracarai; Girls Dead Monster; AleysterCrowley; simplesdemais; Os Putos Brothers; Silva Alhandra; Encontro dos Famosos; italian girl; gidemo; spanish; french; alternative rock; reggae; emo; sexy; indie pop; piano; Power ballad; House; singer; Soundtracks; hiphop; punk rock; composer; pop punk; Favorite Artists; California; german; Korean; female vocals; queer; 00s; hot; Pop-Rock; love at first listen; cantonese; omfg; vocalist; dutch artist; music; j-rap; ballads; favourite artists,108332.0,4357678.0,True,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,53efd3ad-81cd-4828-995b-b003aeca61b2,Lisa,,United Kingdom,,punk; uk; anarcho; scotland,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,b4d96efe-f019-4973-b48f-fa29f568b74b,Lisa,,Germany,,,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,68ce4ce3-8927-4ac0-83b2-9210ada169f6,Lisa,,,,,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,92087b83-0c15-4c73-9087-58aee0c0c79b,Lisa,,,,,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,90ffb04f-6016-4609-bb35-3457d34f0a2f,Lisa,,,,,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,220f1c81-e91a-470d-a46b-5085127f3c04,Lisa,,,,,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,e0033240-1301-47d5-bd17-14e6c0b5f251,Lisa,,,,,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,515283ac-964f-4977-8479-c90c32056e03,Lisa,,China,,,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,ad52e930-a0ca-432d-9cde-4a041398c0a0,Lisa,,Portugal,,,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,6d604f8b-be39-4920-93bd-b08fe4830f72,Lisa,,,,,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,ec233d46-bfe1-4ad6-8177-f2797aaa9c7d,Lisa,,,,,,,,False,,,,,,,,,,,,,,,,,
MONEY,Lisa,1,2021,9,10,2566,13,863625566.0,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,673,1283247.497771174,1,283608ce-871b-4c0c-8d4e-7e4fcb94594a,Lisa,,,,,,,,False,,,,,,,,,,,,,,,,,
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912.0,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4,618,1061511.1844660195,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045.0,138,133,283,0,,65,,Major,31,31,24,76,0,14,4,715,1477986.076923077,5,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,Billie Eilish,Billie Eilish,United States,,,,421966.0,19136414.0,False,,,,,,,,,,,,,,,,,
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237.0,114,172,284,2,,120,,Minor,56,16,67,0,0,11,4,631,969879.9318541996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859.0,85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5,785,1567969.247133758,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380.0,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36,673,866242.7637444279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199.0,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7,918,2024122.2211328973,7,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,Olivia Rodrigo,Olivia Rodrigo,United States,,,,158.0,643.0,False,,,,,,,,,,,,,,,,,
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449.0,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27,592,406561.5692567568,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007.0,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3,610,956863.9459016392,34,20244d07-534f-4eff-b4d4-930878889970,Taylor Swift,Taylor Swift,United States,United States,pop; country; electropop; female vocals; dance-pop; pop rock; country pop; contemporary country; teen pop; top 40; country-pop; taylor-swift; singer/songwriter; fixme label mess; hp,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely,2203262.0,171760219.0,False,,,,,,,,,,,,,,,,,
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,2022,1,7,1184,0,63803529.0,1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3,554,115168.82490974729,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,603,773158.7545605307,4,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,Adele,Adele,United Kingdom,United Kingdom,pop; jazz; singer; soul; adult contemporary; blue-eyed soul; film soundtrack; pop and chart; pop soul; blue eyed soul; adele; alternative/indie rock; adult alternative pop/rock; english singer,soul; female vocalists; british; singer-songwriter; indie; pop; Adele; jazz; acoustic; female vocalist; UK; alternative; britpop; blues; indie pop; female; chillout; 00s; beautiful voice; rnb; Neo-Soul; folk; seen live; england; london; piano; Mellow; rock; Blue-Eyed Soul; english; Love; r&b; beautiful; smooth; jazz-soul; easy listening; Sandy Leah,2856839.0,128162302.0,False,,,,,,,,,,,,,,,,,
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,603,773158.7545605307,4,95d47069-e8e4-4fc3-abf1-cde19b9aac92,Adele,,Norway,,,,,,False,,,,,,,,,,,,,,,,,
Oh My God,Adele,1,2021,11,19,4431,0,466214729.0,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,603,773158.7545605307,4,1de93a63-3a9f-443a-ba8a-a43b5fe0121e,Adele,,,United Kingdom,,,,,False,,,,,,,,,,,,,,,,,
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480.0,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4,556,426151.9424460432,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466.0,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11,554,75675.93140794223,22,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,Canada,Canada,rnb; r&b; pbr&b,rnb; electronic; dubstep; Canadian; prog-rnb,1273725.0,77088337.0,False,,,,,,,,,,,,,,,,,
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194.0,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16,604,372945.6854304636,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256.0,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8,626,628163.3482428115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015.0,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3,591,485957.7241962775,3,b7d92248-97e3-4450-8057-6fe06738f735,Shawn Mendes,Shawn Mendes,Canada,Canada; United Kingdom,pop; pop rock; piano rock; folk pop; teen pop; pop soul,pop; Canadian; folk; acoustic; canada; male vocalists; singer-songwriter; seen live; indie; british; sexy; pop rock; toronto; ontario; metal; alternative; alternative rock; dance-pop; singer; songwriter; drone; gay; Favorite Artists; rnb; piano rock; male vocalist; dance pop; folk pop; hot; shit; 10s; teen pop; 10; male singer; All; drone metal; talented; canadian pop; autistic; bi; farofa; 2019; blak metal; not k-pop; torontonian; fode essa buceta; ten pop; Sexy Male; acoustin; I Heard This Artist Before; shawn mendes; principe teen; underage daddy; MJ teen; daddy af; music for people named mackenzie; patrão do sheeran; cringewave,593270.0,22070953.0,False,,,,,,,,,,,,,,,,,
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,1954,306944.83418628457,3,97b8d224-5660-419c-8dff-4b3bf0c33983,The Neighbourhood,The Neighbourhood,United States,,alternative rock; indie pop,indie; indie rock; indie pop; rock; seen live,787561.0,31254854.0,False,,,,,,,,,,,,,,,,,
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206.0,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,1954,306944.83418628457,3,53b06622-ec51-4924-a554-58b0affde6b5,The Neighbourhood,,United Kingdom,,,,,,False,,,,,,,,,,,,,,,,,
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426.0,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14,623,550207.746388443,1,5ec1ecc6-4535-4911-a27a-e26343f4a189,Kodak Black,Kodak Black,United States,,,,219216.0,5286870.0,False,,,,,,,,,,,,,,,,,
